ticket_id,issue_area,issue_category,issue_sub_category,customer_sentiment,issue_complexity,product_category,product_sub_category,priority
2663,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,medium,Appliances,Washing Machine,urgent
2664,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,high,Appliances,Washing Machine,urgent
2665,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,less,Appliances,Microwave Oven,low
2666,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,medium,Appliances,Microwave Oven,medium
2667,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,high,Appliances,Microwave Oven,medium
2668,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,less,Appliances,Microwave Oven,medium
2669,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,medium,Appliances,Microwave Oven,high
2670,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,high,Appliances,Microwave Oven,high
2671,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,less,Appliances,Microwave Oven,high
2672,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,medium,Appliances,Microwave Oven,high
2673,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,high,Appliances,Microwave Oven,urgent
2674,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,less,Appliances,Air Conditioner,low
2675,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,medium,Appliances,Air Conditioner,medium
2676,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,high,Appliances,Air Conditioner,medium
2677,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,less,Appliances,Air Conditioner,medium
2678,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,medium,Appliances,Air Conditioner,urgent
2679,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,high,Appliances,Air Conditioner,high
2680,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,less,Appliances,Air Conditioner,high
2681,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,medium,Appliances,Air Conditioner,high
2682,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,high,Appliances,Air Conditioner,urgent
2683,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,less,Appliances,Water Purifier,low
2684,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,medium,Appliances,Water Purifier,low
2685,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,high,Appliances,Water Purifier,medium
2686,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,less,Appliances,Water Purifier,medium
2687,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,medium,Appliances,Water Purifier,high
2688,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,high,Appliances,Water Purifier,high
2689,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,less,Appliances,Water Purifier,high
2690,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,medium,Appliances,Water Purifier,high
2691,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,high,Appliances,Water Purifier,urgent
2692,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,less,Appliances,Oven Toaster Grills (OTG),low
2693,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,medium,Appliances,Oven Toaster Grills (OTG),medium
2694,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,high,Appliances,Oven Toaster Grills (OTG),medium
2695,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,less,Appliances,Oven Toaster Grills (OTG),medium
2696,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,medium,Appliances,Oven Toaster Grills (OTG),high
2697,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,high,Appliances,Oven Toaster Grills (OTG),high
2698,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,less,Appliances,Oven Toaster Grills (OTG),medium
2699,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,medium,Appliances,Oven Toaster Grills (OTG),high
2700,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,high,Appliances,Oven Toaster Grills (OTG),urgent
2701,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,less,Men/Women/Kids,T-Shirt,low
2702,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,medium,Men/Women/Kids,T-Shirt,medium
2703,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,high,Men/Women/Kids,T-Shirt,medium
2704,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,less,Men/Women/Kids,T-Shirt,medium
2705,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,medium,Men/Women/Kids,T-Shirt,medium
2706,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,high,Men/Women/Kids,T-Shirt,urgent
2707,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,less,Men/Women/Kids,T-Shirt,high
2708,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,medium,Men/Women/Kids,T-Shirt,high
2709,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,high,Men/Women/Kids,T-Shirt,urgent
2710,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,less,Men/Women/Kids,Jeans,low
2711,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,medium,Men/Women/Kids,Jeans,medium
2712,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,high,Men/Women/Kids,Jeans,medium
2713,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,less,Men/Women/Kids,Jeans,medium
2714,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,medium,Men/Women/Kids,Jeans,high
2715,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,high,Men/Women/Kids,Jeans,high
2716,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,less,Men/Women/Kids,Jeans,high
2717,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,medium,Men/Women/Kids,Jeans,high
2718,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,high,Men/Women/Kids,Jeans,urgent
2719,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,less,Men/Women/Kids,Shoes,low
2720,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,medium,Men/Women/Kids,Shoes,medium
2721,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,high,Men/Women/Kids,Shoes,medium
2722,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,less,Men/Women/Kids,Shoes,medium
2723,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,medium,Men/Women/Kids,Shoes,high
2724,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,high,Men/Women/Kids,Shoes,high
2725,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,less,Men/Women/Kids,Shoes,medium
2726,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,medium,Men/Women/Kids,Shoes,high
2727,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,high,Men/Women/Kids,Shoes,urgent
2728,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,less,Men/Women/Kids,Toy,low
2729,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,medium,Men/Women/Kids,Toy,medium
2730,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,high,Men/Women/Kids,Toy,medium
2731,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,less,Men/Women/Kids,Toy,medium
2732,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,medium,Men/Women/Kids,Toy,high
2733,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,high,Men/Women/Kids,Toy,high
2734,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,less,Men/Women/Kids,Toy,high
2735,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,medium,Men/Women/Kids,Toy,high
2736,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,high,Men/Women/Kids,Toy,urgent
2737,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,less,Men/Women/Kids,Backpack,low
2738,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,medium,Men/Women/Kids,Backpack,medium
2739,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,high,Men/Women/Kids,Backpack,medium
2740,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,less,Men/Women/Kids,Backpack,medium
2741,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,medium,Men/Women/Kids,Backpack,high
2742,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,high,Men/Women/Kids,Backpack,high
2743,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,less,Men/Women/Kids,Backpack,high
2744,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,medium,Men/Women/Kids,Backpack,high
2745,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,high,Men/Women/Kids,Backpack,urgent
2746,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,less,Men/Women/Kids,Wrist Watch,low
2747,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,medium,Men/Women/Kids,Wrist Watch,medium
2748,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,neutral,high,Men/Women/Kids,Wrist Watch,medium
2749,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,less,Men/Women/Kids,Wrist Watch,medium
2750,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,medium,Men/Women/Kids,Wrist Watch,medium
2751,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,negative,high,Men/Women/Kids,Wrist Watch,high
2752,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,less,Men/Women/Kids,Wrist Watch,high
2753,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,medium,Men/Women/Kids,Wrist Watch,high
2754,Cancellations and returns,Return and Exchange,Refund timelines for cancellation or returns,frustrated,high,Men/Women/Kids,Wrist Watch,urgent
2755,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,less,Electronics,Laptop,low
2756,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,medium,Electronics,Laptop,medium
2757,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,high,Electronics,Laptop,medium
2758,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,less,Electronics,Laptop,medium
2759,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,medium,Electronics,Laptop,high
2760,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,high,Electronics,Laptop,high
2761,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,less,Electronics,Laptop,high
2762,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,medium,Electronics,Laptop,high
2763,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,high,Electronics,Laptop,urgent
2764,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,less,Electronics,Mobile,low
2765,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,medium,Electronics,Mobile,medium
2766,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,high,Electronics,Mobile,medium
2767,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,less,Electronics,Mobile,medium
2768,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,medium,Electronics,Mobile,high
2769,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,high,Electronics,Mobile,high
2770,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,less,Electronics,Mobile,high
2771,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,medium,Electronics,Mobile,high
2772,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,high,Electronics,Mobile,urgent
2773,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,less,Electronics,Television,low
2774,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,medium,Electronics,Television,medium
2775,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,high,Electronics,Television,medium
2776,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,less,Electronics,Television,medium
2777,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,medium,Electronics,Television,high
2778,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,high,Electronics,Television,high
2779,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,less,Electronics,Television,high
2780,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,medium,Electronics,Television,high
2781,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,high,Electronics,Television,high
2782,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,less,Electronics,Tablet,low
2783,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,medium,Electronics,Tablet,medium
2784,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,high,Electronics,Tablet,medium
2785,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,less,Electronics,Tablet,medium
2786,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,medium,Electronics,Tablet,high
2787,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,high,Electronics,Tablet,high
2788,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,less,Electronics,Tablet,high
2789,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,medium,Electronics,Tablet,high
2790,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,high,Electronics,Tablet,urgent
2791,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,less,Electronics,Headphone,low
2792,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,medium,Electronics,Headphone,medium
2793,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,high,Electronics,Headphone,medium
2794,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,less,Electronics,Headphone,medium
2795,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,medium,Electronics,Headphone,high
2796,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,high,Electronics,Headphone,high
2797,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,less,Electronics,Headphone,high
2798,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,medium,Electronics,Headphone,high
2799,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,high,Electronics,Headphone,urgent
2800,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,less,Electronics,DSLR Camera,low
2801,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,medium,Electronics,DSLR Camera,medium
2802,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,high,Electronics,DSLR Camera,medium
2803,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,less,Electronics,DSLR Camera,medium
2804,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,medium,Electronics,DSLR Camera,urgent
2805,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,high,Electronics,DSLR Camera,high
2806,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,less,Electronics,DSLR Camera,high
2807,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,medium,Electronics,DSLR Camera,high
2808,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,high,Electronics,DSLR Camera,urgent
2809,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,less,Appliances,Refrigerator,low
2810,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,medium,Appliances,Refrigerator,medium
2811,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,high,Appliances,Refrigerator,medium
2812,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,less,Appliances,Refrigerator,medium
2813,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,medium,Appliances,Refrigerator,high
2814,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,high,Appliances,Refrigerator,high
2815,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,less,Appliances,Refrigerator,high
2816,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,medium,Appliances,Refrigerator,high
2817,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,high,Appliances,Refrigerator,urgent
2818,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,less,Appliances,Washing Machine,low
2819,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,medium,Appliances,Washing Machine,medium
2820,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,high,Appliances,Washing Machine,medium
2821,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,less,Appliances,Washing Machine,medium
2822,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,medium,Appliances,Washing Machine,high
2823,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,high,Appliances,Washing Machine,high
2824,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,less,Appliances,Washing Machine,high
2825,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,medium,Appliances,Washing Machine,high
2826,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,high,Appliances,Washing Machine,urgent
2827,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,less,Appliances,Microwave Oven,low
2828,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,medium,Appliances,Microwave Oven,medium
2829,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,high,Appliances,Microwave Oven,medium
2830,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,less,Appliances,Microwave Oven,medium
2831,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,medium,Appliances,Microwave Oven,high
2832,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,high,Appliances,Microwave Oven,high
2833,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,less,Appliances,Microwave Oven,high
2834,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,medium,Appliances,Microwave Oven,high
2835,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,high,Appliances,Microwave Oven,urgent
2836,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,less,Appliances,Air Conditioner,low
2837,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,medium,Appliances,Air Conditioner,medium
2838,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,high,Appliances,Air Conditioner,medium
2839,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,less,Appliances,Air Conditioner,medium
2840,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,medium,Appliances,Air Conditioner,high
2841,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,high,Appliances,Air Conditioner,high
2842,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,less,Appliances,Air Conditioner,high
2843,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,medium,Appliances,Air Conditioner,high
2844,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,high,Appliances,Air Conditioner,urgent
2845,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,less,Appliances,Water Purifier,low
2846,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,medium,Appliances,Water Purifier,medium
2847,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,high,Appliances,Water Purifier,medium
2848,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,less,Appliances,Water Purifier,medium
2849,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,medium,Appliances,Water Purifier,high
2850,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,high,Appliances,Water Purifier,high
2851,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,less,Appliances,Water Purifier,high
2852,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,medium,Appliances,Water Purifier,urgent
2853,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,high,Appliances,Water Purifier,urgent
2854,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,less,Appliances,Oven Toaster Grills (OTG),low
2855,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,medium,Appliances,Oven Toaster Grills (OTG),medium
2856,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,high,Appliances,Oven Toaster Grills (OTG),medium
2857,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,less,Appliances,Oven Toaster Grills (OTG),medium
2858,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,medium,Appliances,Oven Toaster Grills (OTG),high
2859,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,high,Appliances,Oven Toaster Grills (OTG),high
2860,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,less,Appliances,Oven Toaster Grills (OTG),high
2861,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,medium,Appliances,Oven Toaster Grills (OTG),high
2862,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,high,Appliances,Oven Toaster Grills (OTG),urgent
2863,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,less,Men/Women/Kids,T-Shirt,low
2864,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,medium,Men/Women/Kids,T-Shirt,medium
2865,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,high,Men/Women/Kids,T-Shirt,medium
2866,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,less,Men/Women/Kids,T-Shirt,medium
2867,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,medium,Men/Women/Kids,T-Shirt,high
2868,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,high,Men/Women/Kids,T-Shirt,high
2869,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,less,Men/Women/Kids,T-Shirt,high
2870,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,medium,Men/Women/Kids,T-Shirt,high
2871,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,high,Men/Women/Kids,T-Shirt,urgent
2872,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,less,Men/Women/Kids,Jeans,low
2873,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,medium,Men/Women/Kids,Jeans,medium
2874,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,high,Men/Women/Kids,Jeans,medium
2875,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,less,Men/Women/Kids,Jeans,medium
2876,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,medium,Men/Women/Kids,Jeans,high
2877,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,high,Men/Women/Kids,Jeans,high
2878,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,less,Men/Women/Kids,Jeans,high
2879,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,medium,Men/Women/Kids,Jeans,high
2880,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,high,Men/Women/Kids,Jeans,urgent
2881,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,less,Men/Women/Kids,Shoes,low
2882,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,medium,Men/Women/Kids,Shoes,low
2883,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,high,Men/Women/Kids,Shoes,medium
2884,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,less,Men/Women/Kids,Shoes,medium
2885,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,medium,Men/Women/Kids,Shoes,high
2886,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,high,Men/Women/Kids,Shoes,urgent
2887,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,less,Men/Women/Kids,Shoes,high
2888,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,medium,Men/Women/Kids,Shoes,high
2889,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,high,Men/Women/Kids,Shoes,urgent
2890,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,less,Men/Women/Kids,Toy,low
2891,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,medium,Men/Women/Kids,Toy,medium
2892,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,high,Men/Women/Kids,Toy,medium
2893,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,less,Men/Women/Kids,Toy,medium
2894,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,medium,Men/Women/Kids,Toy,high
2895,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,high,Men/Women/Kids,Toy,high
2896,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,less,Men/Women/Kids,Toy,high
2897,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,medium,Men/Women/Kids,Toy,high
2898,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,high,Men/Women/Kids,Toy,urgent
2899,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,less,Men/Women/Kids,Backpack,low
2900,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,medium,Men/Women/Kids,Backpack,medium
2901,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,high,Men/Women/Kids,Backpack,low
2902,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,less,Men/Women/Kids,Backpack,medium
2903,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,medium,Men/Women/Kids,Backpack,high
2904,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,high,Men/Women/Kids,Backpack,high
2905,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,less,Men/Women/Kids,Backpack,high
2906,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,medium,Men/Women/Kids,Backpack,high
2907,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,high,Men/Women/Kids,Backpack,urgent
2908,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,less,Men/Women/Kids,Wrist Watch,low
2909,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,medium,Men/Women/Kids,Wrist Watch,medium
2910,Cancellations and returns,Return and Exchange,Eligibility Disputes,neutral,high,Men/Women/Kids,Wrist Watch,medium
2911,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,less,Men/Women/Kids,Wrist Watch,medium
2912,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,medium,Men/Women/Kids,Wrist Watch,high
2913,Cancellations and returns,Return and Exchange,Eligibility Disputes,negative,high,Men/Women/Kids,Wrist Watch,high
2914,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,less,Men/Women/Kids,Wrist Watch,high
2915,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,medium,Men/Women/Kids,Wrist Watch,high
2916,Cancellations and returns,Return and Exchange,Eligibility Disputes,frustrated,high,Men/Women/Kids,Wrist Watch,urgent
2917,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,less,Electronics,Laptop,low
